STATION,NAME,DESCRIPTION,LATITUDE,LONGITUDE,STATUS,FIRST_YEAR,LAST_YEAR,TOTAL_YEARS,MISS_YEARS
17002102402,Gull River,"At Church Street Coboconk,",44.65336576,-78.80021036,I,1966,1984,8,11
17002102502,Gull River,"Hwy 35 Coboconk,",44.65846939,-78.79674061,A,1966,2021,55,1
17002102602,Salerno Lake Inlet,"At White Lake Dam On White Lake Road,",44.83881514,-78.47464073,I,1967,1971,5,0
17002102702,Salerno Lake Outlet,"Salerno Dam Irondale,",44.86794526,-78.52211673,I,1967,1973,7,0
17002102802,Burnt River Tributary,"At Howland Road,",44.80885126,-78.65781636,I,1967,1971,5,0
17002102902,Burnt River Tributary,"At Bridge Off Howland Road,",44.80728051,-78.65622336,I,1967,1971,5,0
17002103002,Cavan Creek,"First Concession North Of Fraserville,",44.22393226,-78.36203248,I,1966,1977,12,0
17002103102,Otonabee River,"At Government Dock,  Lakefield,",44.41475039,-78.26465761,I,1968,1972,5,0
17002103202,Gull Lake Outlet,"Highway 35 Moore Falls,",44.80573689,-78.80288711,I,1968,1990,23,0
17002103302,Drag River,"At Highway No.519,",44.92798514,-78.63293836,I,1968,1993,26,0
17002103402,Gull River,"At Highway 35 Minden,",44.92554514,-78.72524711,I,1968,1988,5,16
17002103502,Twelve Mile Lake Outlet,"At Highway No.35,",45.00157989,-78.70260073,I,1968,1991,24,0
17002103602,Gull River,"Highway 35 North Of Carnarvon,",45.07017527,-78.71606386,I,1968,1993,26,0
17002103702,Head Lake Outlet,"Highway 121 Haliburton,",45.04535789,-78.52461723,I,1968,1993,26,0
17002103802,Jackson Creek,"Dalhousie St,  Peterborough,",44.29952301,-78.32066986,A,1969,2021,52,1
17002103902,Scugog River,"At Dock Outlet Of Scugog Lake,",44.25941001,-78.75948423,I,1970,1971,2,0
17002104002,Nonquon River,"At County Road No 2 Seagrave,",44.20294626,-78.94674711,I,1970,1994,25,0
17002104102,Scugog River,"Downstream Lindsay Lagoons,",44.39551751,-78.75349723,A,1970,2021,51,1
17002104202,Scugog River,"Highway 7 B Lindsay,",44.34240601,-78.72885511,I,1970,1979,10,0
17002104302,Gull River,"1.3 Miles Downstream From Minden,",44.91003201,-78.74449336,I,1970,1993,24,0
17002104402,Gull River,"At Highway No.35 Upstr.From Minden,",44.94171114,-78.71326573,I,1970,1993,23,1
17002104502,Trent River,"Highway 401 Bridge Near Trenton.,",44.12823264,-77.59309973,I,1971,1998,28,0
17002104602,Cold Creek,"Hastings Cnty Rd 33,  Trent St,  Frankford,",44.20104264,-77.59569585,I,1971,2021,48,3
17002104702,Rawdon Creek,"At Hwy.No.33 South Of Stirling,",44.28650714,-77.55336823,I,1971,1998,28,0
17002104802,Crowe River,"Crowe Bridge Near Healey Falls,",44.38077939,-77.75436223,I,1971,1998,18,10
17002104902,Ouse River,"County Road 2 Near Birdsalls Station,",44.29756401,-78.04546698,I,1971,1973,3,0
17002105002,Eels Creek,"Stoneyridge Rd.4Miles W.Of Stoneridge,",44.58786714,-78.07097286,I,1971,1989,4,15
17002105102,Jack Creek,"Bridge At Stoneyridge.,",44.59768776,-78.02908323,I,1971,1973,3,0
17002105202,Mississauga River,"Peterborough Cnty Rd 36,  1Km,N. Of Buckhorn",44.56394014,-78.34054048,A,1971,2021,50,1
17002105302,Nogies Creek,"1.7Miles Upstr.From Hwy 36 Nogies Creek,",44.60826701,-78.52166636,I,1971,1973,3,0
17002105402,Balsam Lake Outlet,"At Dam,  Rosedale,",44.57366001,-78.78594998,A,1971,2021,50,1
17002105502,Burnt River,"1 Mile East Of Fell,",44.59820751,-78.73801511,I,1971,1973,3,0
17002105602,Pigeon River,"Highway 7 Omemee,",44.30000064,-78.55540673,I,1971,1990,12,8
17002105702,Trent River,"Healey Falls Dam,",44.37636176,-77.78640973,A,1971,2021,38,12
17002105802,Farrel Creek,"At Dyno Road Dnstr.Dyno Mine 78-1,",44.94010364,-78.09752136,I,1966,1992,19,8
17002105901,Paudash Lake,"Inlet Bay Near Mouth Of Deer Creek 75 1,",44.98423177,-78.02612173,I,1966,1992,19,8
17002106002,Deer Creek,"Dnstr.From Bicroft Mine Tailings 74 1,",44.98940402,-78.03326723,I,1966,1992,19,8
17002106102,Centre Lake Outlet,"Hwy.No.121 West Of Cardiff 73 1,",45.00210777,-78.04962086,I,1971,1992,14,8
17002106202,Bow Lake Outlet,"At Hwy.28 South-West Of Bancroft 71 3,",45.00388089,-77.93552286,I,1966,1996,28,3
17002106302,Bentley Creek,"Dnstr. Of Madawaska Mine Tailings 70 1,",45.01574477,-77.92254023,I,1966,1996,29,2
17002106402,Bentley Creek,"Upstr.Of Madawaska Mine Tailings 70 2,",45.02275352,-77.91448323,I,1967,1996,28,2
17002106502,Otonabee River,"Lock 25,  Peterborough Cnty Rd 32, ,S. Of Lakefield",44.40074989,-78.26286723,A,1972,2021,49,1
17002106602,Ouse River,"8Th Conc. Asphodel-Norwood Twp, ,Dnstrm Norwood",44.36764289,-77.98904048,I,1972,2007,31,5
17002106702,Trent River,"Bridge St.,  Peterborough Cnty Rd. 45,Hastings",44.30808676,-77.95611536,A,1972,2021,49,1
17002106802,Trent River,"Dixon Dr,  Trenton,",44.10582489,-77.5793571,I,2002,2019,19,0
17002106883,Trent River,"Dixon Dr,  Trenton,",44.10582551,-77.57935573,I,1972,1998,27,0
17002106902,Baxter Creek,"1.5 Miles Downstream From Millbrook,",44.16991401,-78.40918911,I,1972,1990,19,0
17002107002,Otonabee River,"Lock 19 Dam,  Peterborough,",44.28881226,-78.30763061,A,1972,2021,45,5
17002107102,Salt Creek,"Conc.E.Of Hwy.30 South Of Meyersburg,",44.19960864,-77.81872298,A,1972,2021,38,12
17002107202,Plato Creek,"Highway 7 1 Mile East Of Havelock,",44.43269926,-77.85145048,I,1972,1998,27,0
17002107402,Pigeon River,"Victoria Cnty Rd 14,  Fees Landing,N. Of Omemee",44.34198064,-78.54169786,A,1972,2021,49,1
17002107502,Burnt River,"Conc 11,  Somerville Twp. S. Of Kinmount,",44.74053601,-78.65936523,A,1972,2021,48,2
17002107602,Gull River,"Highway 503 Bridge Norland,",44.72862889,-78.81097598,I,1972,1990,19,0
17002107702,Baxter Creek,"Zion 4Th Ln,  Sw Of Millbrook,",44.13534214,-78.45732523,A,1977,2021,44,1
17002107802,Plato Creek,"At Old Round Lake Road,",44.43965151,-77.92335723,I,1977,1990,14,0
17002107902,Ouse River,"At Highway 7 Norwood,",44.38729951,-77.97655136,I,1973,1986,6,8
17002108002,Tributary To Ouse River,"At Dam Of Tributary Pond,",44.38803101,-77.97507611,I,1973,1977,5,0
17002108102,Plato Creek,"At Freeman Corners Bridge,",44.48006101,-77.79022986,I,1976,1981,6,0
17002108202,Crowe River,"At Bridge On Cordova Road Near Rockdale,",44.50608851,-77.79972411,I,1976,1983,8,0
17002108302,Crowe River,"First Road Above Belmont Lake,",44.53496189,-77.82126361,I,1976,1983,8,0
17002108402,Crowe River,"At Cordova Lake Outlet Dam,",44.55722176,-77.82449886,I,1976,1998,19,4
17002108502,Crowe River,"At Bridge On Cordova Mines-Vansicke Road,",44.58994464,-77.80819336,I,1976,1979,4,0
17002108602,Crowe River,"At South Rd,  Near Gut Conservation Area,Was Previously Inactivated On 31Dec1979",44.77074214,-77.88164948,A,1976,2021,16,29
17002108702,Deer Creek,"Wollaston Lake Outlet Near The Ridge,",44.81075989,-77.83895748,I,1976,1979,4,0
17002108802,Chandos Lake Outlet,"At Highway No 620 77 1,",44.84241764,-77.98307823,I,1966,1979,8,6
17002108902,Crowe River,"At Hwy.No.28 Paudash Lake Outlet 76 1,",44.98185364,-77.97576723,I,1966,1996,25,6
17002109001,Paudash Lake Narrows,"At Paudash Lake Road 75 3,",44.96000927,-78.03951661,I,1966,1992,15,12
17002109102,North River,"Near North River Bay, Belmont Lake,",44.50486951,-77.83791923,I,1976,1985,10,0
17002109202,North River,"At Bridge On Blue Mountain Road,",44.52679451,-77.89834273,A,1976,2021,22,23
17002109402,North River,"At Bridge On Road South From Lasswade,",44.70146014,-77.92136686,I,1976,1977,2,0
17002109502,Beaver Creek,"At Bridge On Road To Cordova Mines,",44.53391526,-77.69751685,A,1976,2021,33,12
17002109602,Beaver Creek,"At St Ola,",44.85286301,-77.60166823,I,1976,1998,5,18
17002109702,Steenburg Creek,"At Highway No.62,",44.84937826,-77.66391398,I,1976,1997,5,17
17002109802,Crowe River,"At Confluence With Faraday Creek 76 4,",44.83719789,-77.92065948,I,1966,1969,4,0
17002109902,Crowe River,"At Rose Island Coe Hill Road 76 3,",44.86162776,-77.99030886,I,1966,1969,4,0
17002110002,Crowe River,"Blow Confluence With Cr.From Bow L. 76 2,",44.95403014,-77.96654673,I,1966,1981,11,5
17002110101,Paudash Lake,"South Of The West End Of Johnson Island,",44.96861302,-77.99970773,I,1966,1977,4,8
17002110201,Paudash Lake,"North Of Ranson Point 75 4,",44.95993377,-78.02698761,I,1966,1977,4,8
17002110301,Paudash Lake,"South East Of Stringer Island 75 2,",44.96354714,-78.05269648,I,1966,1977,3,9
17002110401,Bow Lake,"At Centre Of Dog Leg 71 2,",45.01124302,-77.93919336,I,1966,1969,4,0
17002110501,Bow Lake,"At Centre Of East End 71 1,",45.01696139,-77.92653348,I,1966,1969,4,0
17002110602,Eels Creek,"At Highway No 28 81 1,",44.86389951,-78.11323623,I,1966,1992,9,18
17002110701,Eels Lake,"Middle Of South End 80 3,",44.88780901,-78.12552136,I,1966,1977,4,8
17002110801,Eels Lake,"Middle Of North End 80 2,",44.91358001,-78.10873998,I,1966,1977,4,8
17002110901,Eels Lake,"At North End Near Inlet Form Farrel Cr,",44.92547001,-78.10750998,I,1966,1977,5,7
17002111083,Trent River,"At Trent River Bridge,",44.39446726,-77.87470086,I,1977,1990,14,0
17002111101,Centre Lake,"Centre Of Centre Lake North Of Hwy 121,",45.00370464,-78.05055186,I,1977,1980,2,2
17002111201,Auger Lake,"Upstr Bicroft Tailings Dam S.Of Hwy 121,",45.00097039,-78.04894611,I,1977,1980,3,1
17002111302,Tributary Creek To Deer Creek,"Downstream Of Bicroft Tailings Area,",44.99220102,-78.03636936,I,1977,1992,5,11
17002111420,Centre Lake Water Supply,"At Bicroft Water Supply Intake,",45.00323839,-78.03990498,I,1977,1979,2,1
17002111522,Private Water Supply,"At House Near Deer Creek,",44.98623644,-78.03428656,I,1977,1980,3,1
17002111602,Scugog River,"At Highways No 7 And No 35 Lindsay,",44.32767039,-78.73027636,I,1978,1990,13,0
17002111701,Twin Sister Lake,"At County Road No 3 North Of Marmora,",44.59212826,-77.75112898,I,1979,1979,1,0
17002111802,Trent River,"Bridge At Glenn Ross,  Glen Ross Rd,",44.26365514,-77.59664423,A,1980,2021,38,3
17002111902,Mariposa Brook,"Valentia Rd,  E. Of Little Britain,",44.28545426,-78.82008948,A,1982,2021,27,13
17002112002,Ouse River,"River Rd,  Birdsalls Station,",44.28314514,-78.05075098,I,1983,2007,24,1
17002112102,Emily Creek,"At Hwy 36,",44.46429764,-78.61076998,I,1983,1990,8,0
17002112202,Martin Creek,"At County Rd 8 31/2 Km W Of Bobcaygeon,",44.53848951,-78.58780011,I,1983,1990,8,0
17002112302,Hawkers Creek,"At County Rd 8 51/2 Km W Of Bobcaygeon,",44.53263051,-78.61992348,I,1983,1990,8,0
17002112402,Mclaren Creek,"At 1St Conc Dnstr Of Cambray,",44.39830464,-78.81134423,I,1983,1990,8,0
17002112502,Rutherford Creek,"At County Rd 25,",44.51699014,-78.70735561,I,1983,1990,8,0
17002112702,Rawdon Creek,"Glen Ross Rd,   Sidney Tp.,",44.26868176,-77.55329023,I,1988,1998,11,0
17002112802,Mayhew Creek,"Front St,  Trenton,",44.10990101,-77.59453485,A,2002,2021,19,0
17002112902,Mayhew Creek,"Fraser Rd,  Murray Twp,  W. Of Trenton,",44.09556164,-77.64611435,I,2002,2010,9,0
17002113002,Scugog River,"Hwys 7 And 35,  Upstrm Lindsay,",44.32767014,-78.73027636,A,1996,2021,26,0
17002113102,Mill Creek,"Northumberland Cnty Rd 29,Dwnstrm Warkworth",44.20399476,-77.87283636,I,2002,2010,9,0
17002113202,Mill Creek,"Banta Rd.,  Percy Twp,  Upstr Warkworth,",44.19684476,-77.91108886,I,2002,2010,9,0
17002113302,Cold Creek,"Northumberland Cnty Rd 30,  Orland,",44.13468464,-77.78685773,A,2002,2021,19,0
17002113602,Nonquon River,"River St,  Seagrave,  400M Upstrm,Reg Rd 2",44.20022689,-78.94943136,A,2004,2021,18,0
17002113702,Blackstock Creek,"Scugog Rd,  Reg Rd 57,  N. Of Blackstock,",44.13187564,-78.82887773,A,2004,2021,18,0
17002113802,Stoney Creek,"Inflow To Bottle Lake,Kawartha Highland Provincial Park",44.77755439,-78.29348848,A,2004,2021,18,0
17002113902,Anstruther Lake Outlet,"Fire Route 61,Kawartha Highland Provincial Park",44.72517739,-78.24071848,A,2004,2021,18,0
17002114002,Cavan Creek,"Hwy 7A At Hwy 115,  S. Of Springville,",44.22696639,-78.39655298,A,2007,2021,15,0
17002114102,Indian River,"David Fife Ln,  Upstrm Lang,",44.31042414,-78.16019623,A,2007,2021,15,0
17002114202,Ouse River West,"3Rd Asphodel,  Downstream Westwood,",44.31631164,-78.05432511,A,2007,2021,15,0
17002114302,Ouse River East,"Centre Ln,  Downstrm Norwood,",44.32723726,-78.04176698,A,2007,2021,15,0
17002114402,Otonabee River,"Matchett Ln,  Driscolls Cottages,",44.25875551,-78.33458136,A,2007,2021,15,0
17002114502,Crowe River,"Cnty Rd 620,  Glen Alda,",44.83937339,-77.92419136,A,2007,2021,14,0
17002114602,Deer River,"Cnty Rd 620,  Coe Hill,",44.86705326,-77.81662811,I,2007,2008,2,0
17002115502,Salt Creek,"Evans Road,  E Of Warkworth,",44.19780532,-77.85024437,I,2011,2015,5,0
17002115602,Trout Creek,"Grand Road,  Campellford,",44.30642912,-77.80669989,A,2011,2021,11,0
17002115702,Percy Creek,"Skinkle Rd,  N Of Con 4 E,Outside Of Warkworth",44.2244205,-77.83929756,A,2016,2021,5,0
17002153502,Unnamed Creek,"At Hwy28 N. Of Bewdley,",44.09672889,-78.33518436,I,1983,1992,5,5
17002153602,Unnamed Creek,"At Co. Rd. 9 S. Of Bewdley,",44.08188964,-78.30219261,I,1983,1996,8,6
17002600102,Moira River,"Footbridge,  End Of Catharine St, ,Belleville",44.16534526,-77.38646773,A,1964,2021,57,0
17002600202,Moira River,"Farnham Rd,  Cannifton,",44.20605439,-77.39320635,A,1965,2021,56,0
17002600302,Moira River,"Stoco L. Outlet(West Channel),Cnty Rd 13",44.45845239,-77.29846773,A,1966,2021,55,0
17002600402,Moira River,"Stoco L. Outlet(East Channel), ,Cnty Rd 13,  Stoco",44.45751576,-77.27672248,A,1965,2021,56,0
17002600501,Stoco Lake,"Municipal Beach A Tweed,",44.47160339,-77.3068736,I,1966,1979,14,0
17002600602,Moira River,"Louisa St,  Tweed,",44.47889464,-77.30962048,A,1964,2021,57,0
17002600702,Clare River,"Greenwood Rd,  Upstrm Stoco Lake,",44.48091226,-77.2706871,A,1965,2021,56,0
17002600802,Sulphide Creek,"Upstream From Stoco Lake Hungerford Twp,",44.49769051,-77.28244573,I,1965,1998,34,0
17002600902,Skootamotta River,"Hwy 7,  Upstrm Actinolite,",44.549236,-77.328304,A,1966,2021,56,0
17002601002,Black River,"Highway 7 3.5 Km W. Of Actinolite,",44.53957589,-77.3694281,I,1966,2019,55,0
17002601101,Moira River,"Hwy 62,  S. Of Madoc,",44.47835814,-77.4681561,A,1964,2021,57,0
17002601202,Deer Creek,"Seymour St.,  Madoc,",44.49953864,-77.4733066,A,1964,2021,55,2
17002601302,Moira River,"Hwy 7,  Dwnstrm Deloro,",44.49961189,-77.61789323,A,1964,2021,57,0
17002601402,Moira River,"At Victoria Street Bellville,",44.16612314,-77.38690185,I,1965,1997,11,22
17002601502,Moira River,"At Cnr Bridge (Sewer),",44.17675514,-77.38184873,I,1965,1971,6,1
17002601602,Moira River,"At College Street Belleville,",44.17918501,-77.38075835,I,1965,1965,1,0
17002601702,West Channel,"At Chapmans Bridge,",44.44068064,-77.2975256,I,1965,1984,2,18
17002601802,Madoc Creek,"At Moira Lake,",44.48315051,-77.47562548,I,1965,1971,4,3
17002601902,Moira River,"Malone,  Upstrm Deloro,",44.56276839,-77.60303823,A,1964,2021,52,5
17002602002,Lily Creek,"At Highway 7,",44.50165001,-77.60942248,I,1965,1965,1,0
17002602102,Palliser Creek,"Ashley St,  Foxboro,",44.24241089,-77.43289423,I,1998,2001,4,0
17002602202,Palliser Creek,"Scotts Church Rd,  Quinte West,",44.22482601,-77.5308856,I,1998,2001,4,0
17002602302,Moira River,"Moira Lake Outlet,  Rapids Rd, E Of Madoc,",44.50971114,-77.39071673,A,1999,2021,22,0
17002602502,Black River,"Black River Rd,  Downstream Of Highway 7,",44.5366404,-77.37033255,A,2019,2021,2,0
17003100102,Salmon River,"Dundas St.,  Hastings Cnty Rd 2, ,Shannonville",44.19623539,-77.22939823,A,1964,2021,57,0
17003100202,Salmon River,"At Bridge In Milltown,",44.20747139,-77.2095931,I,1979,1986,8,0
17003500102,Napanee River,"River Rd,  Cnty Rd 9,  Dwnstrm Napanee,",44.21674001,-76.97409998,I,1964,2009,46,0
17003500202,Napanee River,"Cnty Rd 1,  Dwnstrm Newburgh,",44.27770201,-76.92817498,A,1969,2021,52,0
17003500302,Napanee River,"At Camden East,",44.33626714,-76.8341416,I,1969,1996,5,23
17003500402,Napanee River,"Cnty Rd 27,  Newburgh,",44.32345001,-76.8752776,A,1979,2021,42,0
17003700102,Wilton Creek,"At Co.Rd.No.8, 1Mile West Of Chambers,",44.20784576,-76.89612798,I,1964,1988,18,7
17003700202,Wilton Creek,"West Of Harrowsmith Wc-1,",44.40308764,-76.67747173,I,1974,1988,5,10
17003700302,Wilton Creek,"Cnty Rd 2,  Morven,",44.23924551,-76.8491376,A,1975,2021,37,10
17003700402,Wilton Creek,"Upstream Of Landfill In Violet Slf-1,",44.26415876,-76.80976085,I,1975,1987,3,10
17003700502,Wilton Creek,"Road Nw From Storms Corners Slf-2,",44.24766151,-76.81782985,I,1975,1976,2,0
17003700602,Wilton Creek,"Con 4-5 About 3 Miles Sw Of Morven Wc-3,",44.21618676,-76.8792331,I,1975,1976,2,0
17003700702,Wilton Creek,"West Of Star Corners,",44.37770101,-76.69005448,I,1987,1987,1,0
17003700802,Wilton Creek,"At Dam,",44.32526851,-76.72272073,I,1987,1987,1,0
17003700902,Wilton Creek,"At Thorpe,",44.30402476,-76.76476535,I,1987,1987,1,0
17003701002,Wilton Creek,"At Bridge South Of Thorpe,",44.29946226,-76.76115023,I,1987,1987,1,0
17003701102,Wilton Creek,"West Of Hwy 401,",44.27860551,-76.78973385,I,1987,1987,1,0
17003701202,Wilton Creek,"At Tributary,  C.N. Railway,",44.21730101,-76.83889673,I,1988,1988,1,0
18000000102,Ottawa River,"5500 Feet Below Hawkesbury Stp,",45.61288002,-74.59408998,I,1966,1967,2,0
18000000202,Ottawa River,"Above Hawkesbury S.T.P.Outfall,",45.60681064,-74.60985073,I,1966,1967,2,0
18000000302,Ottawa River,"First Channel From Ontario Hawkesbury,",45.61303652,-74.60498723,I,1966,1969,4,0
18000000402,Ottawa River,"Second Channel From Ontario Hawkesbury,",45.61345689,-74.60434885,I,1966,1969,4,0
18000000502,Ottawa River,"At Perley Bridge 1500'From P/Q Shore,",45.61619014,-74.59930135,I,1966,1969,4,0
18000000602,Ottawa River,"At Perley Bridge 1000' From P/Q Shore,",45.61698889,-74.5986241,I,1966,1969,4,0
18000000702,Ottawa River,"At Perley Bridge 500' From  P/Q Shore,",45.61634677,-74.59916585,I,1966,1969,4,0
18000000802,Ottawa River,"Between Hamilton Isl.And Perley Bridge,",45.61540939,-74.60347885,I,1966,1967,2,0
18000000902,Ottawa River,"At Cip Lagoon Outfall A,",45.61385914,-74.61827735,I,1966,1967,2,0
18000000909,Ottawa River,"At Cip Lagoon Outfall A,",45.60376223,-74.61594477,I,1966,1966,1,0
18000001002,Ottawa River,"At Cip Submerged Outfall,",45.61411602,-74.61859473,I,1966,1967,2,0
18000001102,Ottawa River,"Below Cip Upper Lagoon A,",45.61541689,-74.6190196,I,1966,1967,2,0
18000001202,Ottawa River,"Between Hamilton Isl.And Cip Pumphouse,",45.61720839,-74.6164711,I,1966,1967,2,0
18000002002,Ottawa River,"At Oka Ferry 3300' From P/Q Shore,",45.45983152,-74.09688398,I,1968,1979,11,1
18000002720,Ottawa River,"Rockland Water Works,",45.55652489,-75.29952098,I,1965,1966,2,0
18000003902,Ottawa River,"Oka Ferry 1650' From P/Q Shore,",45.46419002,-74.09437998,I,1968,1969,2,0
18000004002,Ottawa River,"Oka Ferry 4950' From P/Q Shore,",45.45477789,-74.09936735,I,1968,1969,2,0
18000004102,Ottawa River,"At Carillon Dam 800' From P/Q Shore,",45.56882177,-74.38336298,I,1968,1979,11,1
18000004202,Ottawa River,"At Carillon Dam 400' From P/Q Shore,",45.56968364,-74.38253585,I,1968,1969,2,0
18000004302,Ottawa River,"At Carillon Dam 1200' From P/Q Shore,",45.56803252,-74.38420298,I,1968,1969,2,0
18000004402,Ottawa River,"At Carillon Dam 1600' From P/Q Shore,",45.56721614,-74.3851861,I,1968,1969,2,0
18000004502,Ottawa River,"At Carillon Dam 2000' From P/Q Shore,",45.56645489,-74.38596923,I,1968,1969,2,0
18000005182,Ottawa River,"Channel 1 And 2 Hawkesbury,",45.61329514,-74.60457935,I,1970,2000,31,0
18000006102,Ottawa River,"Montebello Ferry 500' From P/Q Shore,",45.64511364,-74.94029748,I,1968,1975,8,0
18000006202,Ottawa River,"Montebello Ferry 1000' From P/Q Shore,",45.64369039,-74.94028085,I,1968,1969,2,0
18000007002,Ottawa River,"At Thurso Clarence Ferry,",45.58557352,-75.24192748,I,1968,1975,8,0
18000007083,Ottawa River,"At Thurso Ferry Composites,",45.58557664,-75.24192748,I,1968,1969,2,0
18000007883,Ottawa River,"Perley Bridge,  Hawkesbury Main Channel,",45.61756877,-74.59821698,I,1972,2000,29,0
18000008002,Ottawa River,"Cumberland Ferry 300' From P/Q Shore,",45.52413902,-75.41222948,I,1968,1971,4,0
18000008102,Ottawa River,"At Cumberland Ferry 150' From P/Q Shore,",45.52457214,-75.41235698,I,1968,1969,2,0
18000008202,Ottawa River,"Cumberland Ferry 450' From P/Q Shore,",45.52376127,-75.4121586,I,1968,1969,2,0
18000008302,Ottawa River,"Cumberland Ferry,",45.52330002,-75.41198998,I,1968,1969,2,0
18000009002,Ottawa River,"Hiawatha Park 175' From P/Q Shore,",45.48576952,-75.55064123,I,1968,1971,4,0
18000009083,Ottawa River,"At Hiawatha Park Downstream Of Ottawa,",45.48458027,-75.54960035,I,1968,1973,4,2
18000009102,Ottawa River,"Hiawatha Park 350' From P/Q Shore,",45.48532677,-75.55026848,I,1968,1971,4,0
18000009202,Ottawa River,"Hiawatha Park 525' From P/Q Shore,",45.48493852,-75.5499236,I,1968,1971,4,0
18000010002,Ottawa River,"South Of Kettle Isl 500' From P/Q Shore,",45.47351327,-75.62559198,I,1968,1971,4,0
18000010102,Ottawa River,"North Of Kettle Isl 60' From P/Q Shore,",45.47486639,-75.62566435,I,1968,1971,4,0
18000010202,Ottawa River,"North Of Kettle Isl 120' From P/Q Shore,",45.47462002,-75.62560998,I,1968,1969,2,0
18000010302,Ottawa River,"S Of Upper Duck Isl 300' From P/Q Shore,",45.47405839,-75.62565535,I,1968,1971,4,0
18000010402,Ottawa River,"Rockcliffe Park 300' From P/Q Shore,",45.46030102,-75.68021485,I,1968,1968,1,0
18000010502,Ottawa River,"Rockcliffe Park 600' From P/Q Shore,",45.45970464,-75.68018235,I,1968,1968,1,0
18000012083,Ottawa River,"Alexandra Bridge,  Ottawa,",45.42950614,-75.7027146,I,1972,1979,7,1
18000012202,Ottawa River,"Alexandra Br 175' From P/Q Shore,",45.43077139,-75.7069556,I,1966,1968,3,0
18000012302,Ottawa River,"Alexandra Br 300' From P/Q Shore,",45.43058014,-75.70616398,I,1966,1971,6,0
18000012402,Ottawa River,"Alexandra Br 600' From P/Q Shore,",45.43021202,-75.70488248,I,1966,1971,6,0
18000012502,Ottawa River,"Alexandra Br 900' From P/Q Shore,",45.42984452,-75.70350823,I,1966,1971,6,0
18000012602,Ottawa River,"Alexandra Br 1200' From P/Q Shore,",45.42941002,-75.7024116,I,1966,1967,2,0
18000013002,Ottawa River,"At Chaudiere Bridge North Head Street,",45.42112777,-75.71828298,I,1969,1969,1,0
18000013102,Ottawa River,"Chaudiere Br South Of Middle Street,",45.42367664,-75.71989123,I,1968,1971,4,0
18000013202,Ottawa River,"Chaudiere Br North Of Middle Street,",45.42389002,-75.71994998,I,1968,1969,2,0
18000013302,Ottawa River,"At Lemieux Island Bridge To Filtration,Plant",45.41435602,-75.73134973,I,1984,1985,2,0
18000014002,Ottawa River,"Champlain Br.600' From P/Q Shore,",45.41062239,-75.76110185,I,1966,1968,3,0
18000014102,Ottawa River,"Champlain Br.1300' From P/Q Shore,",45.40948564,-75.75908573,I,1966,1968,3,0
18000014202,Ottawa River,"Champlain Br.2400' From P/Q Shore,",45.40759127,-75.75638248,I,1966,1968,3,0
18000014302,Ottawa River,"Champlain Br.2800' From P/Q Shore,",45.40665827,-75.75550635,I,1966,1968,3,0
18000014402,Ottawa River,"Champlain Br.3200' From P/Q Shore,",45.40541389,-75.75505273,I,1966,1968,3,0
18000015002,Ottawa River,"Britannia Waterworks,",45.37543964,-75.7907346,I,1968,1979,12,0
18000016002,Ottawa River,"Quyon Ferry 800' From P/Q Shore,",45.51656364,-76.2266976,I,1968,1969,2,0
18000016102,Ottawa River,"Quyon Ferry 400' From P/Q Shore,",45.51789589,-76.2283111,I,1968,1969,2,0
18000016202,Ottawa River,"Quyon Ferry 1200' From P/Q Shore,",45.51466039,-76.22468748,I,1968,1969,2,0
18000017002,Ottawa River,"Ont. Hydro Plant,  Chats Falls,",45.47494827,-76.23814385,A,1966,2021,56,0
18000017102,Ottawa River,"At Chats Falls   300'From P/Q Shore,",45.47517414,-76.24046323,I,1966,1969,4,0
18000017202,Ottawa River,"At Chats Falls   600'From P/Q Shore,",45.47553564,-76.24326985,I,1966,1969,4,0
18000017302,Ottawa River,"Chats Falls   1200'From P/Q Shore,",45.47662052,-76.24584235,I,1966,1969,4,0
18000017402,Ottawa River,"At Chats Falls 1500' From P/Q Shore,",45.47748239,-76.2475646,I,1967,1969,3,0
18000017502,Ottawa River,"South Of Chats Generating Station,",45.42311002,-76.25262998,I,1968,1969,2,0
18000024002,Ottawa River,"At Chenaux Dam 800' From P/Q Shore,",45.59322002,-76.67435998,I,1968,2000,31,2
18000024102,Ottawa River,"At Chenaux Dam 1200' From P/Q Shore,",45.58867002,-76.67870998,I,1968,1969,2,0
18000024202,Ottawa River,"Spillway West Of Limerick Island,",45.58958002,-76.67745998,I,1968,1969,2,0
18000024302,Ottawa River,"Spillway East Of Limerick Island,",45.59149002,-76.67013998,I,1968,1969,2,0
18000025902,Ottawa River,"Pembroke Morrison Allumette Island,",45.81473814,-77.02678585,I,1968,1969,2,0
18000026002,Ottawa River,"Pembroke Centre Of Lost Channel,",45.80716977,-77.04287398,I,1968,1971,4,0
18000026102,Ottawa River,"At Bridge Ontario To Cotnam Island,",45.80251814,-77.0546731,I,1968,1969,2,0
18000026220,Ottawa River,"Pembroke Raw Water Monthly Composite,",45.83462614,-77.13590485,I,1966,1974,9,0
18000027220,Ottawa River,"Base Petawawa Raw Water Month Composite,",45.92227002,-77.29293998,I,1966,1975,10,0
18000027320,Ottawa River,"Base Petawawa Treated Water Composite,",45.92227002,-77.29293998,I,1973,1974,2,0
