STATION,DATE_YYYYMMDD,TIME_HH:MM,PARM_DESCRIPTION,UNITS,RESULT,PARM
6007601702,2017-11-29,14:20,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,21.4,MGUT
6007601702,2017-11-29,14:20,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.23,KKUT
6007600602,2017-11-29,8:22,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,85.6,CAUT
6007600602,2017-11-29,8:22,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,220.0,CLIDUR
6007600602,2017-11-29,8:22,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,134.0,NAUT
6007600602,2017-11-29,8:22,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.085,NNHTUR
6007600602,2017-11-29,8:22,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.8,NNOTUR
6007600602,2017-11-29,8:22,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,4.35,KKUT
6007600602,2017-11-29,8:22,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,21.0,MGUT
6007602302,2017-11-29,8:45,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,93.0,CAUT
6007602302,2017-11-29,8:45,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,208.0,CLIDUR
6007602302,2017-11-29,8:45,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,22.7,MGUT
6007602302,2017-11-29,8:45,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,4.83,KKUT
6007602302,2017-11-29,8:45,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,133.0,NAUT
6007602302,2017-11-29,8:45,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.074,NNHTUR
6007602302,2017-11-29,8:45,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,2.21,NNOTUR
6007601802,2017-11-29,9:30,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,60.7,NAUT
6007601802,2017-11-29,9:30,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.058,NNHTUR
6007601802,2017-11-29,9:30,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.54,NNOTUR
6007601802,2017-11-29,9:30,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,19.9,MGUT
6007601802,2017-11-29,9:30,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.38,KKUT
6007601802,2017-11-29,9:30,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,82.5,CAUT
6007601802,2017-11-29,9:30,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,106.0,CLIDUR
6007601802,2018-01-31,11:15,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.95,NNOTUR
6007601802,2018-01-31,11:15,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.13,NNHTUR
6007601802,2018-01-31,11:15,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,65.8,NAUT
6007601802,2018-01-31,11:15,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,88.6,CAUT
6007601802,2018-01-31,11:15,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,123.0,CLIDUR
6007601802,2018-01-31,11:15,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.46,KKUT
6007601802,2018-01-31,11:15,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,19.3,MGUT
6007601702,2018-01-31,13:31,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,2.23,NNOTUR
6007601702,2018-01-31,13:31,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.07,NNHTUR
6007601702,2018-01-31,13:31,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,68.9,NAUT
6007601702,2018-01-31,13:31,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,20.6,MGUT
6007601702,2018-01-31,13:31,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.4,KKUT
6007601702,2018-01-31,13:31,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,95.6,CAUT
6007601702,2018-01-31,13:31,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,131.0,CLIDUR
6007600602,2018-01-31,8:45,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,265.0,CLIDUR
6007600602,2018-01-31,8:45,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,92.0,CAUT
6007600602,2018-01-31,8:45,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.24,NNHTUR
6007600602,2018-01-31,8:45,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,160.0,NAUT
6007600602,2018-01-31,8:45,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,2.61,NNOTUR
6007600602,2018-01-31,8:45,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,19.7,MGUT
6007600602,2018-01-31,8:45,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,4.55,KKUT
6007602302,2018-01-31,9:10,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,4.46,KKUT
6007602302,2018-01-31,9:10,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,232.0,CLIDUR
6007602302,2018-01-31,9:10,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,100.0,CAUT
6007602302,2018-01-31,9:10,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,21.6,MGUT
6007602302,2018-01-31,9:10,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,2.45,NNOTUR
6007602302,2018-01-31,9:10,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.33,NNHTUR
6007602302,2018-01-31,9:10,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,151.0,NAUT
6007605002,2018-01-31,9:58,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,3.32,KKUT
6007605002,2018-01-31,9:58,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,357.0,CLIDUR
6007605002,2018-01-31,9:58,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,22.6,MGUT
6007605002,2018-01-31,9:58,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,2.89,NNOTUR
6007605002,2018-01-31,9:58,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.07,NNHTUR
6007605002,2018-01-31,9:58,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,93.9,CAUT
6007600302,2018-02-02,11:56,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.54,KKUT
6007600302,2018-02-02,11:56,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,21.5,MGUT
6007600302,2018-02-02,11:56,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,68.6,NAUT
6007600302,2018-02-02,11:56,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.05,NNHTUR
6007600302,2018-02-02,11:56,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,3.21,NNOTUR
6007600302,2018-02-02,11:56,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,90.7,CAUT
6007600302,2018-02-02,11:56,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,121.0,CLIDUR
6007605002,2018-02-28,10:17,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.77,KKUT
6007605002,2018-02-28,10:17,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,234.0,CLIDUR
6007605002,2018-02-28,10:17,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,19.1,MGUT
6007605002,2018-02-28,10:17,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.94,NNOTUR
6007605002,2018-02-28,10:17,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.05,NNHTUR
6007605002,2018-02-28,10:17,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,142.0,NAUT
6007605002,2018-02-28,10:17,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,80.9,CAUT
6007600302,2018-02-28,11:51,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,71.9,CAUT
6007600302,2018-02-28,11:51,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,85.2,CLIDUR
6007600302,2018-02-28,11:51,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.21,KKUT
6007600302,2018-02-28,11:51,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,19.0,MGUT
6007600302,2018-02-28,11:51,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,46.6,NAUT
6007600302,2018-02-28,11:51,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.04,NNHTUR
6007600302,2018-02-28,11:51,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.67,NNOTUR
6007601702,2018-02-28,12:39,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,78.0,CAUT
6007601702,2018-02-28,12:39,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,103.0,CLIDUR
6007601702,2018-02-28,12:39,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.24,KKUT
6007601702,2018-02-28,12:39,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.52,NNOTUR
6007601702,2018-02-28,12:39,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.04,NNHTUR
6007601702,2018-02-28,12:39,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,53.4,NAUT
6007601702,2018-02-28,12:39,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,18.8,MGUT
6007600602,2018-02-28,7:53,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,3.58,KKUT
6007600602,2018-02-28,7:53,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,18.8,MGUT
6007600602,2018-02-28,7:53,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,163.0,NAUT
6007600602,2018-02-28,7:53,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.1,NNHTUR
6007600602,2018-02-28,7:53,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.53,NNOTUR
6007600602,2018-02-28,7:53,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,82.4,CAUT
6007600602,2018-02-28,7:53,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,243.0,CLIDUR
6007602302,2018-02-28,8:09,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,78.3,CAUT
6007602302,2018-02-28,8:09,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,198.0,CLIDUR
6007602302,2018-02-28,8:09,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.43,NNOTUR
6007602302,2018-02-28,8:09,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.09,NNHTUR
6007602302,2018-02-28,8:09,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,129.0,NAUT
6007602302,2018-02-28,8:09,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,3.12,KKUT
6007602302,2018-02-28,8:09,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,18.1,MGUT
6007601802,2018-02-28,8:53,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,69.5,CAUT
6007601802,2018-02-28,8:53,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,108.0,CLIDUR
6007601802,2018-02-28,8:53,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.17,KKUT
6007601802,2018-02-28,8:53,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,16.6,MGUT
6007601802,2018-02-28,8:53,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,56.9,NAUT
6007601802,2018-02-28,8:53,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.06,NNHTUR
6007601802,2018-02-28,8:53,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.4,NNOTUR
6007601002,2018-02-28,9:45,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,69.0,CLIDUR
6007601002,2018-02-28,9:45,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,73.4,CAUT
6007601002,2018-02-28,9:45,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.19,NNOTUR
6007601002,2018-02-28,9:45,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.05,NNHTUR
6007601002,2018-02-28,9:45,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,37.9,NAUT
6007601002,2018-02-28,9:45,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,17.4,MGUT
6007601002,2018-02-28,9:45,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,1.84,KKUT
6007600302,2018-03-28,12:00,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,83.5,CAUT
6007600302,2018-03-28,12:00,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.17,KKUT
6007600302,2018-03-28,12:00,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,20.0,MGUT
6007600302,2018-03-28,12:00,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.0,NNHTUR
6007600302,2018-03-28,12:00,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,2.41,NNOTUR
6007600302,2018-03-28,12:00,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,55.3,NAUT
6007600302,2018-03-28,12:00,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,101.0,CLIDUR
6007601702,2018-03-28,12:53,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,20.3,MGUT
6007601702,2018-03-28,12:53,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,63.0,NAUT
6007601702,2018-03-28,12:53,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.0,NNHTUR
6007601702,2018-03-28,12:53,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.15,KKUT
6007601702,2018-03-28,12:53,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,81.7,CAUT
6007601702,2018-03-28,12:53,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,109.0,CLIDUR
6007601702,2018-03-28,12:53,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.94,NNOTUR
6007600602,2018-03-28,7:51,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,4.93,KKUT
6007600602,2018-03-28,7:51,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,318.0,CLIDUR
6007600602,2018-03-28,7:51,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,86.9,CAUT
6007600602,2018-03-28,7:51,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,20.9,MGUT
6007600602,2018-03-28,7:51,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,185.0,NAUT
6007600602,2018-03-28,7:51,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.06,NNHTUR
6007600602,2018-03-28,7:51,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,3.23,NNOTUR
6007602302,2018-03-28,8:09,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,4.87,KKUT
6007602302,2018-03-28,8:09,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,20.4,MGUT
6007602302,2018-03-28,8:09,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,159.0,NAUT
6007602302,2018-03-28,8:09,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,276.0,CLIDUR
6007602302,2018-03-28,8:09,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,91.1,CAUT
6007602302,2018-03-28,8:09,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.05,NNHTUR
6007602302,2018-03-28,8:09,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,3.48,NNOTUR
6007601802,2018-03-28,8:26,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,2.13,NNOTUR
6007601802,2018-03-28,8:26,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,136.0,CLIDUR
6007601802,2018-03-28,8:26,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,83.7,CAUT
6007601802,2018-03-28,8:26,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.01,NNHTUR
6007601802,2018-03-28,8:26,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,72.1,NAUT
6007601802,2018-03-28,8:26,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,19.5,MGUT
6007601802,2018-03-28,8:26,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.61,KKUT
6007605002,2018-03-28,9:25,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,85.7,CAUT
6007605002,2018-03-28,9:25,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,303.0,CLIDUR
6007605002,2018-03-28,9:25,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,23.2,MGUT
6007605002,2018-03-28,9:25,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,3.22,KKUT
6007605002,2018-03-28,9:25,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,173.0,NAUT
6007605002,2018-03-28,9:25,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,3.07,NNOTUR
6007605002,2018-03-28,9:25,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.0,NNHTUR
6007601002,2018-03-28,9:41,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,79.2,CLIDUR
6007601002,2018-03-28,9:41,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,82.0,CAUT
6007601002,2018-03-28,9:41,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.0,NNHTUR
6007601002,2018-03-28,9:41,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,42.3,NAUT
6007601002,2018-03-28,9:41,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,19.1,MGUT
6007601002,2018-03-28,9:41,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,1.71,KKUT
6007601002,2018-03-28,9:41,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.44,NNOTUR
6007601002,2018-04-25,10:09,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,59.8,CLIDUR
6007601002,2018-04-25,10:09,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,65.2,CAUT
6007601002,2018-04-25,10:09,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.05,NNHTUR
6007601002,2018-04-25,10:09,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,0.86,NNOTUR
6007601002,2018-04-25,10:09,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,35.3,NAUT
6007601002,2018-04-25,10:09,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,1.99,KKUT
6007601002,2018-04-25,10:09,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,14.4,MGUT
6007605002,2018-04-25,10:16,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,162.0,CLIDUR
6007605002,2018-04-25,10:16,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,68.6,CAUT
6007605002,2018-04-25,10:16,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.29,NNOTUR
6007605002,2018-04-25,10:16,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.03,NNHTUR
6007605002,2018-04-25,10:16,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,94.9,NAUT
6007605002,2018-04-25,10:16,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,15.1,MGUT
6007605002,2018-04-25,10:16,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.43,KKUT
6007600302,2018-04-25,12:43,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,71.0,CAUT
6007600302,2018-04-25,12:43,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,64.5,CLIDUR
6007600302,2018-04-25,12:43,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.2,KKUT
6007600302,2018-04-25,12:43,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,15.4,MGUT
6007600302,2018-04-25,12:43,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,38.6,NAUT
6007600302,2018-04-25,12:43,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.02,NNHTUR
6007600302,2018-04-25,12:43,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.18,NNOTUR
6007601702,2018-04-25,13:36,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,67.2,CAUT
6007601702,2018-04-25,13:36,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,81.7,CLIDUR
6007601702,2018-04-25,13:36,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.3,KKUT
6007601702,2018-04-25,13:36,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,15.1,MGUT
6007601702,2018-04-25,13:36,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.18,NNOTUR
6007601702,2018-04-25,13:36,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.02,NNHTUR
6007601702,2018-04-25,13:36,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,47.9,NAUT
6007600602,2018-04-25,8:04,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,14.1,MGUT
6007600602,2018-04-25,8:04,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,115.0,NAUT
6007600602,2018-04-25,8:04,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.02,NNHTUR
6007600602,2018-04-25,8:04,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.29,NNOTUR
6007600602,2018-04-25,8:04,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.69,KKUT
6007600602,2018-04-25,8:04,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,66.9,CAUT
6007600602,2018-04-25,8:04,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,190.0,CLIDUR
6007602302,2018-04-25,8:23,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,64.2,CAUT
6007602302,2018-04-25,8:23,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,13.9,MGUT
6007602302,2018-04-25,8:23,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,91.3,NAUT
6007602302,2018-04-25,8:23,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.03,NNHTUR
6007602302,2018-04-25,8:23,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,0.96,NNOTUR
6007602302,2018-04-25,8:23,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.42,KKUT
6007602302,2018-04-25,8:23,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,151.0,CLIDUR
6007601802,2018-04-25,9:08,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,86.5,CLIDUR
6007601802,2018-04-25,9:08,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,59.2,CAUT
6007601802,2018-04-25,9:08,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,49.2,NAUT
6007601802,2018-04-25,9:08,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,13.5,MGUT
6007601802,2018-04-25,9:08,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.04,NNHTUR
6007601802,2018-04-25,9:08,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,0.92,NNOTUR
6007601802,2018-04-25,9:08,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,1.86,KKUT
6007601002,2018-05-30,10:11,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,79.6,CLIDUR
6007601002,2018-05-30,10:11,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,1.69,KKUT
6007601002,2018-05-30,10:11,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,19.7,MGUT
6007601002,2018-05-30,10:11,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,42.0,NAUT
6007601002,2018-05-30,10:11,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.01,NNHTUR
6007601002,2018-05-30,10:11,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,0.95,NNOTUR
6007601002,2018-05-30,10:11,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,71.8,CAUT
6007600302,2018-05-30,12:40,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.88,NNOTUR
6007600302,2018-05-30,12:40,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.01,NNHTUR
6007600302,2018-05-30,12:40,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,52.9,NAUT
6007600302,2018-05-30,12:40,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,21.0,MGUT
6007600302,2018-05-30,12:40,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.18,KKUT
6007600302,2018-05-30,12:40,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,98.6,CLIDUR
